company,major_index_membership,market_capitalization,income_ttm,revenue_ttm,book_value_per_share_mrq,cash_per_share_mrq,dividend_annual,dividend_yield_annual,full_time_employees,has_options,stock_available_to_sell_short,analysts_mean_recommendation_1buy_5sell,pricetosales_ttm,pricetobook_mrq,price_to_cash_per_share_mrq,price_to_free_cash_flow_ttm,quick_ratio_mrq,current_ratio_mrq,total_debt_to_equity_mrq,long_term_debt_to_equity_mrq,distance_from_20day_simple_moving_averag,diluted_eps_ttm,eps_estimate_for_next_year,eps_estimate_for_next_quarter,eps_growth_this_year,eps_growth_next_year,long_term_annual_growth_estimate_5_years,annual_eps_growth_past_5_years,annual_sales_growth_past_5_years,quarterly_revenue_growth_yoy,distance_from_50day_simple_moving_averag,insider_ownership,insider_transactions_6month_change_in_in,institutional_ownership,institutional_transactions_3month_change,return_on_assets_ttm,return_on_equity_ttm,return_on_investment_ttm,gross_margin_ttm,operating_margin_ttm,net_profit_margin_ttm,dividend_payout_ratio_ttm,distance_from_200day_simple_moving_avera,shares_outstanding,shares_float,short_interest,analysts_mean_target_price,distance_from_52week_high,distance_from_52week_low,relative_strength_index,relative_volume,average_volume_3_month,volume,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_year_to_date,beta,average_true_range_14,previous_close,current_stock_price,performance_today,low_52w,high_52w,volatility_week,volatility_month,earnings_date,short_interest_share,short_interest_ratio,size_group,log_market_cap
STZ,S&P 500,40190000000.0,101400000.0,9560000000.0,44.18,1.01,3.2,0.0146,10000.0,,,2.0,4.2,4.96,217.23,47.48,0.6,1.3,1.45,1.35,-0.019,0.34,11.67,2.77,-1.023,0.1084,0.0862,-0.152,0.038,0.05,-0.0241,0.078,-0.5559000000000001,0.737,0.0179,0.004,0.01,0.09,0.519,0.317,0.011000000000000001,6.103,-0.0737,,,,254.56,-0.15869999999999998,0.0572,41.28,0.28,,210004,-0.0078000000000000005,-0.0446,-0.1115,-0.1142,0.025099999999999997,-0.0506,1.03,3.58,219.3,220.02,0.0033,208.12,261.52,0.0124,0.0152,648.82,0.0259,2.74,Mid,24.41688404540752
SWK,S&P 500,12600000000.0,165500000.0,16950000000.0,65.83,2.64,3.2,0.0381,54200.0,,,2.9,0.74,1.28,31.85,,0.3,1.2,0.77,0.55,-0.0282,0.97,5.07,-0.74,-0.887,4.215,0.24059999999999998,-0.336,0.055,0.001,-0.0138,0.002,0.0799,0.9179999999999999,0.0189,0.039,0.11800000000000001,0.026000000000000002,0.26,0.019,0.062,0.439,-0.0718,,,,95.75,-0.46140000000000003,0.1955,45.46,0.47,,458515,-0.0177,-0.0712,0.0803,-0.0401,-0.4368,0.11779999999999999,1.32,2.79,84.05,83.97,-0.001,70.24,155.91,0.026699999999999998,0.0322,86.38,0.0571,4.54,Small,23.256962650903844
SWKS,S&P 500,17920000000.0,1180000000.0,5300000000.0,34.73,6.35,2.48,0.0216,11150.0,,,2.5,3.38,3.3,18.05,23.0,1.7,2.8,0.39,0.3,-0.0017000000000000001,7.33,10.8,2.03,-0.13,0.1523,0.15,0.076,0.085,-0.12,0.0728,0.002,-0.0287,0.789,0.0149,0.135,0.22,0.17300000000000001,0.47600000000000003,0.273,0.223,0.321,0.157,,,,125.22,-0.1844,0.5127,56.47,0.48,,534363,0.030600000000000002,-0.06309999999999999,0.249,0.1602,-0.1277,0.2642,1.28,3.0,114.72,115.21,0.0043,76.16,141.26,0.025,0.0271,15.66,0.0207,1.57,Small,23.609183244493195
SYF,S&P 500,14800000000.0,2970000000.0,17149999999.999998,27.26,23.98,0.92,0.026699999999999998,18500.0,,,2.6,0.86,1.26,1.44,2.36,,,1.17,1.17,-0.0572,6.11,5.38,1.7,-0.162,0.0433,-0.0362,0.18600000000000003,0.009000000000000001,0.162,-0.0335,0.004,-0.15380000000000002,0.9873000000000001,-0.046900000000000004,0.03,0.239,0.429,,0.7140000000000001,0.17300000000000001,0.14800000000000002,0.0070999999999999995,,,,40.0,-0.19329999999999997,0.2412,38.37,0.69,,1948300,-0.0548,-0.0858,-0.0248,0.057300000000000004,-0.0365,0.027999999999999997,1.61,1.0,34.48,33.78,-0.0203,27.22,41.88,0.024700000000000003,0.0223,5.64,0.034300000000000004,2.78,Small,23.41789301771648
SYK,S&P 500,97120000000.0,2360000000.0,18450000000.0,43.9,5.27,3.0,0.0113,51000.0,,,2.2,5.26,6.05,50.37,98.59,1.0,1.6,0.79,0.71,0.030600000000000002,6.17,11.13,2.0,0.183,0.1094,0.0924,0.048,0.08199999999999999,0.107,0.0482,0.001,-0.6362,0.7979999999999999,0.0159,0.065,0.14800000000000002,0.085,0.631,0.154,0.128,0.455,0.19510000000000002,,,,279.68,-0.040999999999999995,0.4422,60.43,1.0,,688767,0.0391,-0.0004,0.1563,0.2895,0.1084,0.114,0.94,5.44,265.59,272.35,0.0255,188.84,284.0,0.0206,0.0176,43.04,0.014499999999999999,4.13,Large,25.299213164257598
SYY,S&P 500,37640000000.0,1420000000.0,73580000000.0,2.83,0.99,1.96,0.0262,71000.0,,,2.5,0.51,26.45,75.23,208.28,0.7,1.2,7.69,7.2,-0.013999999999999999,2.77,4.62,0.92,1.59,0.1445,0.1594,0.049,0.044000000000000004,0.139,-0.0254,0.002,-0.0817,0.843,-0.0109,0.064,1.081,0.162,0.18100000000000002,0.032,0.019,0.688,-0.06860000000000001,,,,87.59,-0.17559999999999998,0.06860000000000001,43.45,0.53,,655957,-0.0013,-0.023399999999999997,-0.1045,-0.0898,0.0019,-0.013000000000000001,1.1,1.34,74.84,75.46,0.008199999999999999,70.61,91.53,0.0125,0.0158,26.98,0.024,5.12,Mid,24.35133315166359
T,S&P 500,131590000000.0,-8546000000.0,120740000000.0,13.6,0.52,1.11,0.0596,160700.0,,,2.6,1.09,1.37,35.56,51.85,0.5,0.6,1.4,1.32,-0.0242,-1.26,2.51,0.58,-1.393,0.027000000000000003,0.0076,-0.22899999999999998,-0.055,0.008,-0.0331,0.0015,0.0,0.544,-0.0091,-0.019,-0.069,-0.036000000000000004,0.579,-0.038,-0.07200000000000001,,-0.0059,,,,21.13,-0.1368,0.2853,37.32,0.39,,7214036,-0.004,-0.0345,-0.0305,0.1017,0.0673,0.0095,0.62,0.33,18.61,18.58,-0.0013,14.46,21.53,0.015300000000000001,0.0161,,0.0123,2.51,Large,25.60295686510846
TAP,S&P 500,11010000000.0,-175300000.0,10700000000.0,58.59,2.96,1.64,0.0302,16600.0,,,3.0,1.03,0.93,18.34,21.52,0.5,0.8,0.52,0.49,0.0121,-0.82,4.31,0.27,-1.175,0.0601,0.0168,-0.168,-0.006,0.004,0.0277,0.001,0.0,0.872,-0.0255,-0.006999999999999999,-0.013000000000000001,0.002,0.342,0.015,-0.016,,0.0126,,,,54.72,-0.1125,0.1429,53.44,1.06,,864826,0.0014000000000000002,0.0202,0.0018,0.0215,0.027000000000000003,0.0356,0.86,1.22,54.35,53.35,-0.0183,46.69,60.12,0.0209,0.019299999999999998,,0.054299999999999994,5.82,Small,23.122069787681
TDG,S&P 500,41300000000.0,853000000.0,5630000000.0,-58.42,60.87,,,14400.0,,,2.0,7.33,,12.56,,3.2,4.2,,,0.012,14.69,26.68,5.42,0.28800000000000003,0.19329999999999997,0.2041,0.096,0.092,0.17,0.0776,0.003,-0.7823,0.98,0.017,0.046,-0.263,0.121,0.5760000000000001,0.41700000000000004,0.151,0.0,0.2425,,,,796.94,-0.0154,0.5632,60.78,0.36,,62034,0.0014000000000000002,0.023700000000000002,0.25129999999999997,0.23620000000000002,0.3098,0.2072,1.38,13.41,764.49,760.1,-0.005699999999999999,486.25,772.01,0.014499999999999999,0.0191,52.03,0.0232,3.7,Mid,24.444128336913398
TDY,S&P 500,19910000000.0,788600000.0,5460000000.0,174.56,13.74,,,14700.0,,,2.1,3.65,2.46,31.2,50.51,1.3,1.8,0.48,0.44,-0.0131,16.53,20.82,4.43,0.645,0.0866,0.0633,0.209,0.16,0.031,0.0172,0.003,-0.267,0.9390000000000001,-0.0158,0.055999999999999994,0.1,0.071,0.42700000000000005,0.18,0.14400000000000002,0.0,0.0885,,,,497.0,-0.1317,0.3197,48.71,0.23,,21642,-0.0086,-0.0194,0.0379,0.1377,-0.0038,0.0725,1.08,7.76,428.83,428.91,0.0002,325.0,493.97,0.018799999999999997,0.0177,25.94,0.0151,3.95,Mid,23.714487955022516
TECH,S&P 500,11630000000.0,261700000.0,1120000000.0,11.64,1.26,0.32,0.0043,3000.0,,,1.6,10.38,6.4,59.08,57.62,3.2,4.4,0.11,0.11,0.0055000000000000005,1.61,2.37,0.53,0.912,0.1783,0.1076,0.267,0.145,0.009000000000000001,-0.0406,0.008,-0.0066,0.9790000000000001,0.0199,0.11199999999999999,0.15,0.132,0.6829999999999999,0.307,0.23399999999999999,0.192,-0.08199999999999999,,,,101.12,-0.3333,0.1158,47.9,0.49,,260193,-0.0222,-0.0327,-0.0594,-0.0917,-0.2291,-0.08449999999999999,1.25,2.35,74.54,75.88,0.0179,68.0,113.81,0.0346,0.029300000000000003,46.36,0.0141,2.19,Small,23.176853803476984
TEL,S&P 500,40600000000.0,2260000000.0,16300000000.0,35.85,2.53,2.24,0.0173,92000.0,,,2.4,2.49,3.62,51.19,39.11,1.0,1.7,0.37,0.3,-0.0038,7.0,7.64,1.57,0.10300000000000001,0.1637,0.11,0.11699999999999999,0.06,0.006,0.027999999999999997,0.002,-0.1104,0.955,-0.0414,0.106,0.21,0.163,0.319,0.159,0.139,0.31,0.0506,,,,136.67,-0.0659,0.23260000000000003,51.96,0.42,,392619,-0.0001,-0.0364,0.0687,0.021,0.0028000000000000004,0.12480000000000001,1.32,2.4,129.61,129.12,-0.0037,104.76,138.24,0.0159,0.0177,18.52,0.0123,2.21,Mid,24.427033903554097
TER,S&P 500,15960000000.0,715500000.0,3150000000.0,15.74,5.79,0.44,0.0043,6500.0,,,2.2,5.06,6.56,17.84,46.26,2.6,3.0,0.02,0.0,-0.0016,4.22,5.17,0.43,-0.237,0.6579,0.1067,0.14,0.081,-0.17300000000000001,0.0395,0.003,-0.1729,,-0.013600000000000001,0.20600000000000002,0.302,0.28300000000000003,0.5920000000000001,0.264,0.22699999999999998,0.09699999999999999,0.1167,,,,112.17,-0.1861,0.5277000000000001,53.08,0.36,,300923,0.0151,-0.0599,0.1461,0.21850000000000003,-0.0368,0.18600000000000003,1.56,2.91,103.25,103.6,0.0033,67.81,127.29,0.028399999999999998,0.0263,24.47,0.026000000000000002,2.52,Small,23.493351428968072
TFC,S&P 500,57190000000.0,5930000000.0,16640000000.0,40.58,23.11,2.08,0.0475,52848.0,,,2.7,3.44,1.08,1.89,,,,0.8,0.8,-0.11359999999999999,4.43,5.16,1.17,-0.01,0.0509,-0.0029,0.105,0.177,0.536,-0.1101,0.001,-0.0263,0.753,-0.0015,0.011000000000000001,0.107,0.125,,0.8140000000000001,0.35600000000000004,0.44799999999999995,-0.1024,,,,52.45,-0.3157,0.0451,24.51,1.14,,4114594,-0.08109999999999999,-0.1643,-0.0019,-0.11230000000000001,-0.2646,-0.028399999999999998,1.1,1.15,43.77,41.81,-0.044800000000000006,40.01,61.1,0.0254,0.0206,9.88,0.0098,1.9,Large,24.769644894873636
TFX,S&P 500,10530000000.0,362900000.0,2790000000.0,85.74,6.31,1.36,0.006,15500.0,,,2.4,3.77,2.65,36.05,52.87,1.4,2.4,0.43,0.4,-0.0393,7.67,14.64,2.98,-0.25,0.1014,0.10400000000000001,0.063,0.054000000000000006,-0.005,-0.054900000000000004,0.0022,-0.1384,0.972,-0.1016,0.053,0.09300000000000001,0.073,0.5489999999999999,0.179,0.13,0.17600000000000002,-0.0316,,,,264.38,-0.3522,0.2651,40.09,0.64,,115803,-0.0195,-0.1026,-0.0208,-0.0088,-0.3143,-0.07440000000000001,0.98,5.67,227.58,231.07,0.015300000000000001,182.65,356.72,0.022000000000000002,0.0227,29.67,0.0226,3.1,Small,23.077494163092297
TGT,S&P 500,75240000000.0,2780000000.0,109120000000.0,23.94,,4.32,0.0264,450000.0,,,2.2,0.69,6.83,,,0.1,0.9,1.49,1.29,-0.0313,5.98,10.66,1.78,0.631,0.24559999999999998,-0.0751,0.252,0.086,0.034,-0.0068000000000000005,0.002,-0.0634,0.8190000000000001,0.0189,0.079,0.374,0.276,0.24600000000000002,0.053,0.039,0.405,0.0241,,,,180.47,-0.3601,0.18899999999999997,43.47,0.38,,687784,-0.0172,-0.0668,0.0518,-0.0451,-0.21899999999999997,0.0942,1.03,4.13,163.51,163.08,-0.0026,137.16,254.87,0.0182,0.0233,27.32,0.0273,3.69,Large,25.04394884137924
TJX,S&P 500,87810000000.0,3500000000.0,49940000000.0,4.88,2.96,1.18,0.015300000000000001,340000.0,,,1.9,1.76,15.82,26.1,,0.4,1.2,0.59,0.5,-0.0365,2.97,3.91,0.71,0.132,0.10890000000000001,0.1162,0.09300000000000001,0.079,-0.028999999999999998,-0.0524,0.001,-0.0953,0.948,0.0063,0.12,0.593,0.363,0.276,0.09300000000000001,0.067,0.287,0.0859,,,,86.32,-0.0894,0.40990000000000004,33.61,1.09,,3054983,-0.0132,-0.052199999999999996,-0.0462,0.1497,0.2616,-0.049100000000000005,0.91,1.39,77.18,75.69,-0.0192,53.69,83.13,0.0179,0.0159,25.95,0.0052,1.11,Large,25.198441226318316
TMO,S&P 500,209730000000.0,6950000000.0,44910000000.0,112.19,,1.4,0.0025,130000.0,,,2.0,4.67,4.94,,32.49,1.2,1.5,0.78,0.66,0.0116,17.64,26.74,5.05,-0.09300000000000001,0.1268,0.0583,0.23600000000000002,0.165,0.07,-0.0033,0.001,-0.2879,0.91,0.0005,0.075,0.163,0.096,0.42200000000000004,0.183,0.155,0.065,0.025699999999999997,,,,649.59,-0.0891,0.1838,52.89,0.55,,417764,0.0264,-0.0342,0.0231,0.0209,0.07490000000000001,0.022799999999999997,0.79,12.43,554.75,563.23,0.015300000000000001,475.77,618.35,0.026099999999999998,0.0203,31.46,0.0069,1.83,Large,26.069086826138413
TMUS,NDX S&P 500,173670000000.0,2590000000.0,79570000000.0,56.14,3.72,,,71000.0,,,1.9,2.18,2.55,38.53,61.78,0.7,0.8,1.13,1.04,-0.009000000000000001,2.33,9.6,1.5,-0.038,0.39659999999999995,0.6435,-0.024,0.14400000000000002,-0.025,-0.011899999999999999,0.003,-0.050300000000000004,0.426,-0.0101,0.012,0.037000000000000005,0.04,0.598,0.08199999999999999,0.033,0.0,0.0129,,,,178.13,-0.0718,0.1898,46.24,0.64,,1760070,0.0152,0.0022,-0.0408,-0.0151,0.2014,0.0236,0.56,2.36,143.18,143.3,0.0008,120.44,154.38,0.0126,0.016,61.58,0.0308,3.49,Large,25.880422783705434
TPR,S&P 500,10040000000.0,836700000.0,6590000000.0,9.67,3.63,1.2,0.0278,12600.0,,,2.1,1.52,4.46,11.87,40.93,1.1,1.9,0.72,0.71,-0.0347,3.36,4.24,0.6,0.214,0.1344,0.1225,0.087,0.083,-0.054000000000000006,-0.015700000000000002,0.005,-0.0031,0.9670000000000001,0.0366,0.11599999999999999,0.35600000000000004,0.23399999999999999,0.693,0.165,0.127,0.322,0.1791,,,,50.91,-0.10949999999999999,0.6021,42.81,0.59,,1055910,-0.0362,-0.0652,0.1338,0.2262,0.3037,0.1103,1.48,1.13,43.13,42.28,-0.0197,26.39,47.48,0.023799999999999998,0.024399999999999998,12.85,0.044000000000000004,3.04,Small,23.029842951209993
TRMB,S&P 500,12200000000.0,449700000.0,3680000000.0,16.39,1.14,,,11825.0,,,2.2,3.32,3.12,45.01,35.05,0.8,1.0,0.38,0.3,-0.0538,1.8,2.92,0.67,-0.07200000000000001,0.0552,0.1,0.6459999999999999,0.068,-0.075,-0.062,0.002,-0.0134,0.9570000000000001,-0.0086,0.063,0.114,0.08800000000000001,0.573,0.168,0.122,0.0,-0.1368,,,,64.79,-0.3201,0.0711,36.95,0.76,,511538,-0.0255,-0.1464,-0.1305,-0.18289999999999998,-0.21,0.0067,1.57,1.45,51.1,50.9,-0.0039000000000000003,47.52,74.87,0.0236,0.025699999999999997,28.45,0.009399999999999999,1.79,Small,23.22470178868562
TROW,S&P 500,24760000000.0,1520000000.0,6490000000.0,39.48,7.99,4.88,0.0433,7868.0,,,3.5,3.82,2.85,14.1,24.41,,,0.0,0.0,-0.0149,6.69,7.3,1.63,-0.489,0.0687,,0.013999999999999999,0.06,-0.223,-0.019799999999999998,0.008,-0.0275,0.794,0.0159,0.127,0.17,0.212,,0.366,0.235,0.536,-0.027000000000000003,,,,94.82,-0.2809,0.21309999999999998,47.04,0.81,,728428,0.0207,-0.0837,-0.0649,-0.0644,-0.1588,0.0403,1.32,3.38,112.65,113.46,0.0072,93.53,157.77,0.023,0.0262,16.85,0.08779999999999999,11.29,Mid,23.932495284762805
TRV,DJIA S&P 500,41170000000.0,2820000000.0,36920000000.0,92.49,3.45,3.72,0.0209,32500.0,,,2.7,1.12,1.92,51.53,7.36,,,0.34,0.33,-0.044000000000000004,11.76,16.77,3.67,-0.188,0.1689,0.0883,0.086,0.05,0.07,-0.0559,0.002,-0.43479999999999996,0.851,-0.0070999999999999995,0.024,0.126,0.111,,0.10099999999999999,0.076,0.304,0.0109,,,,199.81,-0.0931,0.1788,30.97,0.54,,371713,-0.0371,-0.0667,-0.0642,0.0755,0.0472,-0.0591,0.63,3.28,177.77,176.4,-0.0077,149.65,194.51,0.0175,0.0166,15.12,0.0132,2.33,Mid,24.440975672728225
TSCO,S&P 500,24960000000.0,1090000000.0,14200000000.0,18.51,1.85,4.12,0.018000000000000002,24000.0,,,2.1,1.76,12.34,123.27,143.46,0.2,1.3,0.59,0.59,-0.009399999999999999,9.71,11.62,1.72,0.128,0.1027,0.1011,0.23800000000000002,0.14400000000000002,0.207,0.0195,0.001,-0.42479999999999996,0.887,0.021,0.136,0.5660000000000001,0.345,0.35,0.10099999999999999,0.077,0.376,0.1137,,,,246.6,-0.0451,0.38539999999999996,51.49,0.55,,297774,0.0095,-0.0089,0.0623,0.1752,0.0518,0.0253,0.82,4.41,228.45,230.65,0.0096,166.49,241.54,0.0158,0.016200000000000003,23.52,0.0345,3.67,Mid,23.940540380447636
TSLA,NDX S&P 500,555810000000.0,12580000000.0,81460000000.0,14.15,7.26,,,127855.0,,,2.4,6.82,12.86,25.05,37.76,1.1,1.5,0.07,0.04,-0.1069,3.62,5.51,0.86,1.217,0.37770000000000004,0.11800000000000001,0.39899999999999997,0.473,0.37200000000000005,0.0857,0.001,-0.9317,0.44799999999999995,0.0207,0.17300000000000001,0.325,0.261,0.256,0.168,0.154,0.0,-0.18760000000000002,,,,195.74,-0.5353,0.7541,43.8,0.96,,91600346,-0.0645,-0.0926,-0.0068000000000000005,-0.3705,-0.35009999999999997,0.4498,2.03,10.2,182.0,178.59,-0.0187,101.81,384.29,0.0387,0.049100000000000005,50.21,0.0311,0.45,Large,27.043692346176442
TSN,S&P 500,20750000000.0,2430000000.0,53610000000.0,55.15,1.84,1.92,0.032799999999999996,142000.0,,,2.8,0.39,1.06,31.73,,0.7,1.8,0.43,0.4,-0.0282,6.73,5.47,0.74,0.069,0.2642,0.075,0.132,0.068,0.025,-0.065,0.012,-0.0027,0.863,-0.0077,0.067,0.125,0.125,0.105,0.064,0.045,0.27399999999999997,-0.1866,,,,67.0,-0.4117,0.0073,35.1,0.6,,964434,-0.0086,-0.04650000000000001,-0.0872,-0.20739999999999997,-0.3657,-0.0594,0.75,1.15,58.51,58.56,0.0008,58.13,99.54,0.013300000000000001,0.018799999999999997,8.69,0.018600000000000002,1.73,Mid,23.75581208362312
TT,S&P 500,42280000000.0,1780000000.0,15990000000.0,26.45,5.53,3.0,0.015700000000000002,39000.0,,,3.0,2.64,7.24,34.64,71.42,0.8,1.1,0.79,0.62,0.0298,7.58,9.08,1.34,0.27,0.083,0.111,0.084,0.024,0.141,0.06269999999999999,0.001,-0.2412,0.884,0.010700000000000001,0.099,0.297,0.187,0.31,0.151,0.11,0.266,0.2014,,,,191.71,-0.026600000000000002,0.5832,62.25,0.68,,459110,0.0207,0.058499999999999996,0.1033,0.18530000000000002,0.33770000000000006,0.1363,1.04,4.02,191.46,191.0,-0.0024,120.64,196.22,0.0236,0.0207,25.26,0.0098,1.76,Mid,24.467579997948448
TTWO,S&P 500,19380000000.0,-403400000.0,4830000000.0,56.85,6.78,,,7799.0,,,2.1,4.01,2.05,17.16,173.65,,0.9,0.32,0.29,0.0262,-2.26,5.23,0.68,-0.29600000000000004,0.4696,0.2965,0.38,0.145,0.5589999999999999,0.0575,0.001,-0.0019,0.925,0.0202,-0.027999999999999997,-0.05,0.11199999999999999,0.5429999999999999,-0.069,-0.083,0.0,-0.0075,,,,129.86,-0.2842,0.2822,57.62,0.23,,234417,0.001,0.013600000000000001,0.13949999999999999,-0.043,-0.2607,0.1082,0.68,2.95,116.31,115.4,-0.0078000000000000005,90.0,161.21,0.0245,0.0274,,0.025099999999999997,2.16,Mid,23.687507443409032
TXN,NDX S&P 500,158240000000.0,8710000000.0,20030000000.0,16.07,10.1,4.96,0.0281,33000.0,,,2.7,7.9,10.97,17.45,97.32,3.8,4.7,0.6,0.56,0.015600000000000001,9.4,8.44,1.78,0.138,0.1094,0.1,0.20800000000000002,0.06,-0.034,0.0149,0.0021,-0.008,0.867,-0.0137,0.337,0.609,0.38,0.688,0.506,0.435,0.493,0.049,,,,183.45,-0.07719999999999999,0.2223,54.31,0.45,,1238866,0.0143,-0.0377,0.0128,0.06480000000000001,0.0552,0.0687,1.02,3.79,176.22,176.57,0.002,144.46,191.34,0.021099999999999997,0.0209,18.74,0.02,3.48,Large,25.787378704820814
TXT,S&P 500,14970000000.0,862000000.0,12870000000.0,34.14,9.93,0.08,0.0011,34000.0,,,,1.16,2.14,7.36,13.4,1.1,2.0,0.5,0.5,-0.024,4.01,5.69,1.02,0.21600000000000003,0.12960000000000002,0.1355,0.135,-0.019,0.095,-0.0014000000000000002,0.0054,-0.204,0.868,-0.1329,0.054000000000000006,0.125,0.068,0.161,0.069,0.067,0.02,0.08,,,,83.56,-0.0527,0.2625,43.52,0.54,,400013,-0.032,-0.0391,-0.02,0.1264,0.0666,0.0184,1.49,1.42,73.08,72.1,-0.0134,57.11,76.11,0.019,0.0173,18.21,0.0231,3.36,Small,23.42931403537795
TYL,S&P 500,13290000000.0,164200000.0,1850000000.0,63.08,5.19,,,7200.0,,,2.1,7.18,5.18,63.0,37.01,1.0,1.0,0.38,0.36,-0.0042,3.88,8.64,1.71,0.013999999999999999,0.1388,0.07200000000000001,0.012,0.171,0.043,0.009399999999999999,0.003,-0.1386,0.93,0.0124,0.035,0.066,0.053,0.424,0.11599999999999999,0.08900000000000001,0.0,-0.0453,,,,408.14,-0.27899999999999997,0.16190000000000002,50.25,0.5,,76090,0.0171,-0.0287,0.04,-0.126,-0.1918,0.0131,0.82,9.45,326.7,326.63,-0.0002,281.11,453.03,0.0262,0.0296,84.29,0.0144,2.1,Small,23.310277709671563
UA,,3940000000.0,,5280000000.0,4.12,,,,,,,3.0,0.75,2.03,,,,,,,-0.0791,0.48,,,,,0.218,-0.024700000000000003,,0.034,-0.1368,0.1617,-0.0009,0.6734,,,,,,,,,-0.0048,,,,,-0.4985,0.4434,32.27,0.65,,938206,-0.0617,-0.2322,-0.0137,0.0677,-0.3651,-0.0712,,0.35,8.36,8.28,-0.009000000000000001,5.74,16.52,0.0363,0.0414,17.42,0.0462,3.1,Small,22.094446560256255
UAA,,3940000000.0,156600000.0,5810000000.0,4.08,2.05,,,7100.0,,,2.4,0.68,2.33,4.64,,1.3,2.1,0.37,0.37,-0.08130000000000001,0.34,0.62,0.15,-1.165,0.1481,0.0319,-0.426,-0.23600000000000002,0.034,-0.1392,0.0028000000000000004,-0.056100000000000004,0.8140000000000001,-0.018799999999999997,0.034,0.08800000000000001,-0.023,0.456,0.035,0.027000000000000003,0.0,-0.0006,,,,12.63,-0.485,0.4671,31.43,0.76,,3165636,-0.061200000000000004,-0.23399999999999999,-0.0158,0.0833,-0.3404,-0.0787,1.63,0.4,9.49,9.36,-0.0137,6.38,18.17,0.0356,0.0409,27.75,0.0755,3.69,Small,22.094446560256255
UAL,S&P 500,17580000000.0,737000000.0,44950000000.0,21.09,50.66,,,92795.0,,,2.3,0.39,2.57,1.07,14.1,0.9,1.0,4.56,4.12,0.0452,2.08,10.07,0.66,1.3659999999999999,0.1886,0.5946,-0.191,0.035,0.514,0.105,0.003,-0.035699999999999996,0.607,-0.057999999999999996,0.011000000000000001,0.152,0.054000000000000006,0.546,0.052000000000000005,0.016,0.0,0.2802,,,,57.63,-0.035,0.6819,61.18,0.62,,2745438,0.0106,0.0466,0.1567,0.376,0.6476999999999999,0.4089,1.45,1.52,54.26,53.12,-0.021099999999999997,31.58,55.04,0.0254,0.0268,26.04,0.0481,1.89,Small,23.59002772920344
UDR,S&P 500,13570000000.0,82500000.0,1520000000.0,12.45,0.0,1.52,0.0361,1317.0,,,2.3,8.95,3.38,11311.69,43.05,,,1.35,1.28,-0.041100000000000005,0.25,0.61,0.11,-0.47100000000000003,0.2309,,-0.1,0.08800000000000001,0.14800000000000002,0.0038,0.003,-0.0203,,-0.0233,0.008,0.022000000000000002,0.026000000000000002,0.657,0.165,0.054000000000000006,5.896,-0.0281,,,,48.1,-0.3034,0.1243,43.56,0.45,,604807,-0.0074,-0.0472,0.056900000000000006,-0.10869999999999999,-0.2612,0.0793,0.75,1.03,42.09,41.8,-0.0069,37.18,60.01,0.0216,0.024300000000000002,165.71,0.0177,2.28,Small,23.33112731079319
UHS,S&P 500,8720000000.0,674900000.0,13400000000.0,83.2,1.45,0.8,0.006500000000000001,71200.0,,,2.9,0.65,1.48,84.8,42.82,1.2,1.3,0.81,0.8,-0.13970000000000002,9.15,11.63,2.23,-0.22699999999999998,0.12480000000000001,0.041100000000000005,0.04,0.052000000000000005,0.052000000000000005,-0.1592,0.017,-0.002,,-0.030699999999999998,0.051,0.115,0.07400000000000001,,0.075,0.05,0.087,0.019299999999999998,,,,143.0,-0.23600000000000002,0.4658,18.29,0.56,,206181,-0.0516,-0.1632,-0.054900000000000004,0.19879999999999998,-0.19010000000000002,-0.1417,1.27,4.21,122.97,120.93,-0.0166,82.5,158.28,0.0275,0.025099999999999997,13.43,0.0239,2.14,Small,22.8888850748673
ULTA,S&P 500,26620000000.0,1190000000.0,9710000000.0,37.59,4.93,,,16500.0,,,2.2,2.74,13.94,106.22,28.02,0.4,1.6,0.0,0.0,0.0059,22.75,24.24,5.62,4.782,0.058499999999999996,0.1331,0.225,0.122,0.172,0.0415,0.001,-0.2854,0.968,0.013999999999999999,0.23800000000000002,0.6829999999999999,0.643,0.397,0.161,0.12300000000000001,0.0,0.2114,,,,530.36,-0.0197,0.5928,58.92,1.31,,372281,0.0111,0.0037,0.1317,0.1867,0.46759999999999996,0.1233,1.31,8.46,524.1,526.91,0.0054,330.8,537.52,0.0146,0.0151,23.04,0.027000000000000003,2.54,Mid,24.004928649913378
UNH,DJIA S&P 500,438210000000.0,20120000000.0,324160000000.0,83.27,25.09,6.6,0.013999999999999999,400000.0,,,1.8,1.35,5.65,18.75,25.17,,,0.74,0.7,-0.030600000000000002,21.18,28.29,6.13,0.171,0.13419999999999999,0.1389,0.174,0.1,0.12300000000000001,-0.0431,0.001,-0.0011,0.897,-0.0069,0.086,0.27,0.168,,0.08800000000000001,0.062,0.298,-0.0839,,,,597.18,-0.1575,0.045599999999999995,37.02,0.61,,1115601,-0.015700000000000002,-0.013999999999999999,-0.1281,-0.0987,-0.0069,-0.1131,0.68,8.73,470.6,470.21,-0.0008,449.7,558.1,0.0158,0.0166,22.21,0.0052,1.41,Large,26.80596408447724
